word,rating
неподвижный,0.0
значение,0.0
былина,0.0
пусть,0.0
дед,0.6666666666666666
настоящий,0.0
тюремщик,0.0
чудесно,0.0
непонятно,-1.0
безголовый,-0.6666666666666666
встретиться,0.0
лилия,0.0
научиться,0.0
кауфман,0.0
закричать,0.0
дворец,0.0
смесь,0.0
вывести,0.0
хлебный,0.0
произнести,0.0
лететь,0.0
паника,-1.0
лаять,0.0
замок,0.0
близко,0.0
закрыть,0.0
демон,-0.3333333333333333
май,0.0
возможный,0.0
мимо,0.0
лодка,0.3333333333333333
пальто,0.0
поверьте,0.0
пойти,0.0
специально,0.0
гибель,-0.6666666666666666
хрустальный,0.0
предгорие,0.0
соловей,0.0
колесо,0.0
актёр,0.0
отказ,-0.6666666666666666
ломиться,-0.5
проучить,0.0
зеркало,0.0
дырка,-0.2857142857142857
провернуть,0.0
червониха,0.0
одержимый,0.0
жить,0.0
днище,0.0
умишко,0.0
встреча,0.3333333333333333
дымка,0.0
сценический,0.0
лавочка,-0.3333333333333333
тесак,-0.3333333333333333
ладный,0.3333333333333333
лиса,0.0
страница,0.0
помочь,2.0
нога,0.0
скушать,0.0
лицезреть,0.0
распинаться,0.0
красивый,1.0
зелёный,0.0
горгон,0.0
отняться,0.0
рядышком,0.0
больница,-0.3333333333333333
выбирать,0.0
отруби,0.0
запись,0.0
задумать,0.0
приблизить,0.0
рак,-0.3333333333333333
сплясать,0.0
магический,0.0
расстроить,-2.0
состряпать,0.0
доносить,-1.0
мясорубка,0.0
нету,0.0
прах,0.0
разбитый,0.0
давно,0.0
застонать,0.0
бормотать,-2.0
честный,1.0
холщовый,0.0
судить,-0.6
посёлок,0.0
девица,-0.3333333333333333
история,0.0
устроить,0.0
проблема,-0.75
бесстыжий,0.0
попросить,0.0
сходить,0.0
снег,0.0
немой,-0.1111111111111111
подряд,0.0
кроме,0.0
греться,0.0
скиталец,0.0
глупость,-1.0
законный,0.3333333333333333
понутро,0.0
плохо,-1.33333333333333
наслаждаться,0.6666666666666666
тема,0.0
цветок,0.0
писать,0.3333333333333333
выпускать,0.0
деньжата,0.0
вскоре,0.0
огненный,-0.333333333333333
драматичный,-1.0
вскрыть,0.0
домогаться,-2.0
принцесса,1.3333333333333333
утопать,0.0
карать,0.0
увязнуть,0.0
мальчик,-0.2
мало,0.0
клетка,0.0
возникать,0.0
кузьма,0.0
тусклый,-0.333333333333333
рано,0.0
насмехаться,-2.0
уксус,0.0
послать,0.0
безлунный,0.0
почуять,0.0
содом,-1.66666666666667
ступня,0.0
сокровище,2.0
фак,0.0
дружина,0.0
сытый,1.0
шахматы,0.0
любимый,0.5
унизить,-2.0
мучение,-1.3333333333333333
видный,0.0
наполнить,0.0
еле,0.0
работник,0.0
кидать,-0.25
близкий,0.0
тихонько,0.0
избежать,0.0
крошка,0.3333333333333333
клонить,0.0
графа,0.0
ран,0.0
увидать,0.0
синий,0.0
рассердить,0.0
вперёд,0.0
собачка,0.0
играть,0.0
ветка,0.0
значит,0.0
поверить,1.3333333333333333
осиновый,0.0
тишина,0.0
сразу,0.0
проваляться,-2.0
реальность,0.0
набрать,0.0
луна,0.0
прощаться,0.166666666666667
покрыться,0.0
дохлый,-1.4
богословский,0.0
возненавидеть,-0.6666666666666666
жир,0.0
номер,0.0
туман,0.0
очертание,0.0
достигнуть,1.0
тревога,-1.0
бич,-1.2857142857142858
заядлый,-1.33333333333333
фея,2.0
повеситься,-0.6
вiйсько,0.0
обитель,0.0
подло,0.0
алый,0.0
петух,0.0
дразнить,-1.0
опухнуть,0.0
курить,-0.3333333333333333
необитаемый,0.0
бедняга,0.0
разбирать,0.0
грош,0.0
рассыпаться,-2.0
музыка,0.0
заковать,0.0
правило,0.0
рвать,0.0
ослиный,0.0
вертеть,0.0
почернелый,0.0
мило,0.0
сдавать,0.0
работа,0.0
работать,0.0
царство,0.0
невеста,0.0
плита,0.0
месть,-1.0
благородный,1.3333333333333333
чойболсан,0.0
драка,-0.6666666666666666
флибустьер,0.0
штука,0.25
королевский,0.0
урод,-1.6666666666666667
хлам,-1.0
достоинство,0.5
скажем,0.0
лесной,0.0
окунуть,0.0
сытно,0.0
никчёмный,0.0
вряд,0.0
подоить,0.0
туда,0.0
накрыть,0.0
устало,0.0
пьянчуга,-2.0
зомби,-1.2857142857142858
пикантный,0.0
вельможа,0.0
озираться,0.0
зайти,0.0
кров,0.0
кузя,0.0
тронный,0.0
возможно,0.0
служебный,0.0
фигура,0.0
барин,0.0
уцелеть,1.0
неплохо,0.666666666666667
связать,0.0
война,-0.6666666666666666
норма,0.0
частота,0.0
дубинка,-0.3333333333333333
смысл,0.3333333333333333
опускаться,0.0
затянуть,-0.5
крест,-0.3333333333333333
малый,0.0
улица,0.0
назад,0.0
девчата,0.0
побежать,0.0
вывихнуть,-2.0
волшебный,1.6666666666666667
давний,0.0
пугать,-1.0
природа,-0.3333333333333333
девчонка,0.0
гордон,0.0
метка,0.0
прямо,0.0
появление,0.0
издеваться,-1.25
каторжник,0.0
пена,0.0
злобный,-1.1666666666666667
сблизиться,0.0
хлестать,0.0
неслыханный,0.0
плеть,0.0
гордо,0.0
життить,0.0
стол,0.0
мерзкий,-1.4
маша,0.0
контракт,0.0
финал,0.0
трубка,0.0
надолго,0.0
настежь,0.0
огромный,0.0
кружить,0.0
доска,0.0
подсесть,0.0
проиграть,0.0
жена,0.3333333333333333
слух,0.0
гусь,0.0
кошмар,-1.0
уловить,0.0
безобразный,-1.5
чернота,0.0
беситься,-1.0
течь,0.0
подстеречь,0.0
отцовский,0.0
довольно,0.0
наплевать,-1.0
змея,0.0
вдаль,0.0
трясти,0.0
домой,0.0
тайком,0.0
серый,-1.0
народ,0.0
шиворот,0.0
английский,0.0
бровь,0.0
бошка,-2.0
столб,0.0
явить,0.0
особняк,0.0
вылезать,0.0
берег,0.0
перебраться,0.0
повстречаться,0.0
чародей,2.0
отпечаток,0.0
проклинать,-1.3333333333333333
привыкнуть,1.0
сука,-2.0
обернуться,0.0
собралисить,0.0
шар,0.0
купить,0.0
российский,0.2
служивый,0.0
домик,0.2
порождать,0.0
яд,-0.75
местный,0.3333333333333333
занести,0.0
ядро,0.333333333333333
тихо,0.0
прочь,0.0
отобрать,0.0
весьма,0.0
опасть,0.0
каюта,0.666666666666667
дым,0.0
арест,-0.6666666666666666
дряхлый,-1.0
сполна,0.0
портить,-0.5
неразумный,-0.6666666666666666
дохнуть,-1.3333333333333333
закрыться,0.0
помчаться,0.0
